miRNA,Target gene,Gene id,PMID,Source,RadiationDB_target gene_annotation
hsa-miR-375,MAPK3,5595,28186962,miRTarBase,-
hsa-miR-375,MALAT1,378938,27658300,miRTarBase,Experiment
hsa-miR-375,RUNX3,864,26170936,miRTarBase,Experiment
hsa-miR-375,MYCN,4613,25864587,miRTarBase,-
hsa-miR-375,KLF4,9314,27279635,miRTarBase,Prediction
hsa-miR-378a-3p,SUFU,51684,18077375,miRTarBase,-
hsa-miR-378a-3p,VEGFA,7422,23333942,miRTarBase,Experiment
hsa-miR-378a-3p,TUSC2,11334,18077375,miRTarBase,-
hsa-miR-378a-3p,NPNT,255743,19844573,miRTarBase,-
hsa-miR-378a-3p,GALNT7,51809,19844573,miRTarBase,-
hsa-miR-378a-3p,MYC,4609,21242960,miRTarBase,Experiment
hsa-miR-378a-3p,TOB2,10766,21242960,miRTarBase,-
hsa-miR-378a-3p,MSC,9242,21471220,miRTarBase,-
hsa-miR-378a-3p,CYP19A1,1588,21846797,miRTarBase,-
hsa-miR-378a-3p,GRB2,2885,23447532//23625957,miRTarBase,-
hsa-miR-378a-3p,CDK6,1021,23333942,miRTarBase,Experiment
hsa-miR-378a-3p,VIM,7431,24555885//23135265,miRTarBase,-
hsa-miR-378a-3p,IGF1R,3480,23625957,miRTarBase,Experiment
hsa-miR-378a-3p,KSR1,8844,23625957,miRTarBase,-
hsa-miR-378a-3p,MAPK1,5594,23625957//24139413,miRTarBase,Prediction
hsa-miR-378a-3p,TGFB2,7042,27855367,miRTarBase,-
hsa-miR-378a-3p,PGR,5241,25150622,miRTarBase,-
hsa-miR-378a-3p,GLI3,2737,27001906,miRTarBase,-
hsa-miR-378a-3p,GOLT1A,127845,26255816,miRTarBase,-
hsa-miR-378a-3p,RUNX1,861,26749280,miRTarBase,-
hsa-miR-378a-3p,WNT10A,80326,27832641,miRTarBase,-
hsa-miR-381-3p,ID1,3397,22592211,miRTarBase,Experiment
hsa-miR-381-3p,WEE1,7465,23778472,miRTarBase,Experiment
hsa-miR-381-3p,TBC1D9,23158,24303078,miRTarBase,-
hsa-miR-381-3p,P2RX5,5026,26677080,miRTarBase,-
hsa-miR-381-3p,HDAC4,9759,27563877,miRTarBase,Experiment
hsa-miR-381-3p,ANO1,55107,28193228,miRTarBase,-
hsa-miR-381-3p,GJA1,2697,26283635,miRTarBase,-
hsa-miR-381-3p,TWIST1,7291,27094913,miRTarBase,Experiment
hsa-miR-381-3p,CD1C,911,27296666,miRTarBase,-
hsa-miR-381-3p,NFKBIA,4792,27312547,miRTarBase,Experiment
hsa-miR-383-5p,VEGFA,7422,18320040,miRTarBase,Experiment
hsa-miR-383-5p,DIO1,1733,21912701,miRTarBase,-
hsa-miR-383-5p,IRF1,3659,21368870,miRTarBase,Experiment
hsa-miR-383-5p,IGF1R,3480,23564324,miRTarBase,Experiment
hsa-miR-383-5p,PRDX3,10935,23227829,miRTarBase,-
hsa-miR-383-5p,CCND1,595,23640459//25450356,miRTarBase,Experiment
hsa-miR-383-5p,PPP1R10,5514,24462707,miRTarBase,-
hsa-miR-383-5p,ATR,545,26261078,miRTarBase,-
hsa-miR-383-5p,PICSAR,378825,26539909,miRTarBase,-
hsa-miR-383-5p,TNFSF13,8741,26385772,miRTarBase,-
hsa-miR-411-5p,GRB2,2885,27264952,miRTarBase,-
hsa-miR-411-5p,SPRY4,81848,26291313,miRTarBase,-
hsa-miR-421,RBMXL1,494115,19802518,miRTarBase,-
hsa-miR-421,CBX7,23492,19802518,miRTarBase,-
hsa-miR-421,ATM,472,20080624//23818585//23199656,miRTarBase,Experiment
hsa-miR-421,SMAD4,4089,21352803,miRTarBase,Experiment
hsa-miR-421,CASP3,836,25041019//27016414,miRTarBase,Experiment
hsa-miR-421,FOXO4,4303,23707940,miRTarBase,-
hsa-miR-421,CDH1,999,27016414,miRTarBase,Experiment
hsa-miR-421,SIRT3,23410,27107702,miRTarBase,Experiment
hsa-miR-422a,CYP7A1,1581,20351063,miRTarBase,-
hsa-miR-422a,FOXG1,2290,25251503,miRTarBase,-
hsa-miR-422a,TGFB1,7040,27779704,miRTarBase,Experiment
hsa-miR-422a,FOXQ1,94234,25251503,miRTarBase,-
hsa-miR-422a,FOXE1,2304,25251503,miRTarBase,-
hsa-miR-422a,PIK3CA,5290,27648359,miRTarBase,Experiment
hsa-miR-423-5p,TFF1,7031,24486742,miRTarBase,-
hsa-miR-423-5p,FAM3A,60343,28411267,miRTarBase,-
hsa-miR-424-5p,CCNF,899,19956200,miRTarBase,-
hsa-miR-424-5p,CDC14A,8556,19956200,miRTarBase,Experiment
hsa-miR-424-5p,CDC25A,993,19956200,miRTarBase,Experiment
hsa-miR-424-5p,CHEK1,1111,19956200//22469983,miRTarBase,Experiment
hsa-miR-424-5p,KIF23,9493,19956200,miRTarBase,Prediction
hsa-miR-424-5p,ATF6,22926,19956200,miRTarBase,-
hsa-miR-424-5p,WEE1,7465,19956200//23778472,miRTarBase,Experiment
hsa-miR-424-5p,ANLN,54443,19956200,miRTarBase,Prediction
hsa-miR-424-5p,PLAG1,5324,19692702//27013583,miRTarBase,-
hsa-miR-424-5p,CCNE1,898,18701644//19956200//21179471,miRTarBase,-
hsa-miR-424-5p,CCND3,896,18701644,miRTarBase,-
hsa-miR-424-5p,CDK6,1021,18701644,miRTarBase,Experiment
hsa-miR-424-5p,CCND1,595,18701644//19956200,miRTarBase,Experiment
hsa-miR-424-5p,MAP2K1,5604,20065103//21179471,miRTarBase,Experiment
hsa-miR-424-5p,FGFR1,2260,20065103//23803556//23263626,miRTarBase,Experiment
hsa-miR-424-5p,NFIA,4774,18056638,miRTarBase,Experiment
hsa-miR-424-5p,MYB,4602,21062812//24675898,miRTarBase,Experiment
hsa-miR-424-5p,SIAH1,6477,21062812,miRTarBase,Experiment
hsa-miR-424-5p,HIF1A,3091,20972335,miRTarBase,Experiment
hsa-miR-424-5p,CUL2,8453,20972335,miRTarBase,Prediction
hsa-miR-424-5p,SPI1,6688,20972335,miRTarBase,-
hsa-miR-424-5p,FASN,2194,23599729,miRTarBase,Experiment
hsa-miR-424-5p,SOCS6,9306,23653113,miRTarBase,Experiment
hsa-miR-424-5p,CDX2,1045,23801117,miRTarBase,-
hsa-miR-424-5p,FGF2,2247,23263626//28186136,miRTarBase,-
hsa-miR-424-5p,PTCH1,5727,24967963,miRTarBase,Experiment
hsa-miR-424-5p,SMAD7,4092,27628042,miRTarBase,-
hsa-miR-424-5p,TGFBR3,7049,25716682,miRTarBase,-
hsa-miR-424-5p,SOCS2,8835,27038552,miRTarBase,-
hsa-miR-424-5p,KDM5B,10765,28082020,miRTarBase,Experiment
hsa-miR-424-5p,SMAD3,4088,27655675,miRTarBase,Experiment
hsa-miR-448,SATB1,6304,20798686,miRTarBase,-
hsa-miR-448,BCL2,596,24960059,miRTarBase,Experiment
hsa-miR-448,MAP2K1,5604,24960059,miRTarBase,Experiment
hsa-miR-448,ITPR1,3708,24960059,miRTarBase,Prediction
hsa-miR-448,MPPED2,744,27698780,miRTarBase,-
hsa-miR-448,ADAM10,102,26852749,miRTarBase,-
hsa-miR-448,KDM2B,84678,26989077,miRTarBase,-
hsa-miR-448,CXCL12,6387,26103953,miRTarBase,-
hsa-miR-448,IGF1R,3480,27508021,miRTarBase,Experiment
hsa-miR-449a,CDC25A,993,19833767//23590309,miRTarBase,Experiment
hsa-miR-449a,CDK6,1021,19833767//24810364//25202363//25760387,miRTarBase,Experiment
hsa-miR-449a,HDAC1,3065,19252524//21418558//25405810,miRTarBase,Experiment
hsa-miR-449a,CCND1,595,20948989//24248414,miRTarBase,Experiment
hsa-miR-449a,HNF4A,3172,22232426//23298640,miRTarBase,-
hsa-miR-449a,GMNN,51053,21418558,miRTarBase,-
hsa-miR-449a,MET,4233,21418558//23734217//26471185,miRTarBase,Experiment
hsa-miR-449a,CCNE2,9134,21418558,miRTarBase,-
hsa-miR-449a,SIRT1,23411,21418558//26988912//27421775,miRTarBase,Experiment
hsa-miR-449a,BCL2,596,21569010//24248414//24260067//24960059//27351886,miRTarBase,Experiment
hsa-miR-449a,NOTCH1,4851,21569010//23226395,miRTarBase,Experiment
hsa-miR-449a,CCN5,8839,19351815,miRTarBase,-
hsa-miR-449a,CDK4,1019,19833767,miRTarBase,Experiment
hsa-miR-449a,LEF1,51176,22769578,miRTarBase,-
hsa-miR-449a,E2F3,1871,24211326//25871967,miRTarBase,-
hsa-miR-449a,MYC,4609,27250340,miRTarBase,Experiment
hsa-miR-449a,MAZ,4150,25487955,miRTarBase,-
hsa-miR-449a,POU2F1,5451,26375440,miRTarBase,-
hsa-miR-449a,ITPR1,3708,24960059,miRTarBase,Prediction
hsa-miR-449a,MAP2K1,5604,24960059//26609480,miRTarBase,Experiment
hsa-miR-449a,MYCN,4613,26891231//27764804,miRTarBase,-
hsa-miR-449a,RRAS,6237,26381333,miRTarBase,-
hsa-miR-449a,FLOT2,2319,26576674,miRTarBase,-
hsa-miR-449a,CAPN6,827,26375440,miRTarBase,-
hsa-miR-449a,CREB5,9586,27138288,miRTarBase,Experiment
hsa-miR-449a,CRIP2,1397,26934316,miRTarBase,Experiment
hsa-miR-449a,XIST,7503,28248928,miRTarBase,Experiment
hsa-miR-449a,ADAM10,102,27398144,miRTarBase,-
hsa-miR-449a,MFAP4,4239,25760387,miRTarBase,-
hsa-miR-449a,PKP4,8502,25760387,miRTarBase,-
hsa-miR-449a,TSEN15,116461,25760387,miRTarBase,-
hsa-miR-449a,FOS,2353,26471185,miRTarBase,Prediction
hsa-miR-449b-5p,SIRT1,23411,21418558,miRTarBase,Experiment
hsa-miR-449b-5p,CCNE2,9134,21418558,miRTarBase,-
hsa-miR-449b-5p,MET,4233,21418558,miRTarBase,Experiment
hsa-miR-449b-5p,GMNN,51053,21418558,miRTarBase,-
hsa-miR-449b-5p,HDAC1,3065,21418558,miRTarBase,Experiment
hsa-miR-449b-5p,CDC25A,993,19833767,miRTarBase,Experiment
hsa-miR-449b-5p,CDK6,1021,19833767,miRTarBase,Experiment
hsa-miR-449b-5p,MYCN,4613,27764804,miRTarBase,-
hsa-miR-449b-5p,NEAT1,283131,26242266,miRTarBase,Experiment
hsa-miR-450a-5p,HNRNPK,3190,18230805,miRTarBase,-
hsa-miR-450a-5p,STAT1,6772,28407302,miRTarBase,Experiment
hsa-miR-450b-5p,SOX2,6657,26845645,miRTarBase,Experiment
hsa-miR-451a,MIF,4282,19318487//24138931//26884830//28086136,miRTarBase,-
hsa-miR-451a,CAB39,51719,20227367//22844503//22179124//27476171,miRTarBase,-
hsa-miR-451a,ABCB1,5243,18645025,miRTarBase,Experiment
hsa-miR-451a,AKT1,207,20816946,miRTarBase,Experiment
hsa-miR-451a,MMP2,4313,20816946//27173190,miRTarBase,-
hsa-miR-451a,MMP9,4318,20816946,miRTarBase,Experiment
hsa-miR-451a,BCL2,596,20816946,miRTarBase,Experiment
hsa-miR-451a,MYC,4609,21464222//25310895//27571748,miRTarBase,Experiment
hsa-miR-451a,RAB14,51552,21358675,miRTarBase,Experiment
hsa-miR-451a,TMED7,51014,20816946,miRTarBase,-
hsa-miR-451a,CPNE3,8895,24574214,miRTarBase,-
hsa-miR-451a,RAB5A,5868,24574214,miRTarBase,Experiment
hsa-miR-451a,DCBLD2,131566,24918822,miRTarBase,-
hsa-miR-451a,IL6R,3570,24445140//25623956,miRTarBase,-
hsa-miR-451a,IKBKB,3551,23740840,miRTarBase,-
hsa-miR-451a,ADAM10,102,25151965,miRTarBase,-
hsa-miR-451a,TSC1,7248,26458815//25915427,miRTarBase,-
hsa-miR-451a,MAPK1,5594,27780852,miRTarBase,Prediction
hsa-miR-451a,OXTR,5021,26273428,miRTarBase,-
hsa-miR-451a,CDKN2D,1032,26019450,miRTarBase,-
hsa-miR-451a,MAP3K1,4214,26019450,miRTarBase,-
hsa-miR-451a,IL6,3569,27461244,miRTarBase,Experiment
hsa-miR-454-3p,SMAD4,4089,23393589//24685242,miRTarBase,Experiment
hsa-miR-454-3p,CXCL12,6387,26976451,miRTarBase,-
hsa-miR-455-3p,MUC1,4582,23590309,miRTarBase,Experiment
hsa-miR-455-3p,EI24,9538,28038450,miRTarBase,-
hsa-miR-455-3p,EIF4E,1977,28350134,miRTarBase,Experiment
hsa-miR-455-3p,HDAC2,3066,27638301,miRTarBase,Experiment
hsa-miR-455-3p,HDAC8,55869,27638301,miRTarBase,-
hsa-miR-455-3p,FUT8,2530,27533464,miRTarBase,Experiment
hsa-miR-455-3p,ZEB1,6935,26801503,miRTarBase,Experiment
hsa-miR-483-5p,SRF,6722,21893058,miRTarBase,-
hsa-miR-483-5p,MAPK3,5595,22465663//25622783,miRTarBase,-
hsa-miR-483-5p,FHIP2B,64760,22971576,miRTarBase,Prediction
hsa-miR-483-5p,ALCAM,214,24710410,miRTarBase,Experiment
hsa-miR-483-5p,CKB,1152,25601461,miRTarBase,Prediction
hsa-miR-483-5p,NOTCH3,4854,25622783,miRTarBase,-
hsa-miR-483-5p,RHOA,387,26148871,miRTarBase,Experiment
hsa-miR-484,FIS1,51024,22510686,miRTarBase,-
hsa-miR-484,SMAD2,4087,28286418,miRTarBase,-
hsa-miR-484,ZEB1,6935,28286418,miRTarBase,Experiment
hsa-miR-486-5p,ARHGAP5,394,23474761,miRTarBase,-
hsa-miR-486-5p,OLFM4,10562,21415212,miRTarBase,-
hsa-miR-486-5p,IGF1R,3480,23980150,miRTarBase,Experiment
hsa-miR-486-5p,DOCK3,1795,24789910,miRTarBase,-
hsa-miR-486-5p,FBN1,2200,27133060,miRTarBase,-
hsa-miR-486-5p,CDK4,1019,27049724,miRTarBase,Experiment
hsa-miR-486-5p,CIT,11113,26183718,miRTarBase,-
hsa-miR-486-5p,SMAD2,4087,26370615,miRTarBase,-
hsa-miR-486-5p,SNAI1,6615,27877055,miRTarBase,Experiment
hsa-miR-486-5p,NRP2,8828,27284245,miRTarBase,-
hsa-miR-486-5p,FOXO1,2308,25515961,miRTarBase,-
hsa-miR-486-5p,PTEN,5728,25515961//27650731,miRTarBase,Experiment
hsa-miR-486-5p,CLDN10,9071,25655186,miRTarBase,-
hsa-miR-486-5p,PIK3R1,5295,25475121,miRTarBase,-
hsa-miR-492,PTEN,5728,25253996,miRTarBase,Experiment
hsa-miR-492,MZF1,7593,25284586,miRTarBase,-
hsa-miR-492,BSG,682,25862460,miRTarBase,Experiment
hsa-miR-494-3p,PTEN,5728,20006626//22544933//25662849,miRTarBase,Experiment
hsa-miR-494-3p,CDK6,1021,21809359,miRTarBase,Experiment
hsa-miR-494-3p,ARNTL,406,21799909,miRTarBase,-
hsa-miR-494-3p,BCL2L11,10018,23012423,miRTarBase,Experiment
hsa-miR-494-3p,ATF3,467,23160513,miRTarBase,Experiment
hsa-miR-494-3p,SDC1,6382,23728345,miRTarBase,-
hsa-miR-494-3p,PROS1,5627,23789915,miRTarBase,-
hsa-miR-494-3p,BMI1,648,23105110//27399693,miRTarBase,Experiment
hsa-miR-494-3p,ZEB1,6935,23105110,miRTarBase,Experiment
hsa-miR-494-3p,BAG1,573,24606447,miRTarBase,-
hsa-miR-494-3p,MYC,4609,24612089,miRTarBase,Experiment
hsa-miR-494-3p,TFAM,7019,23047984,miRTarBase,Experiment
hsa-miR-494-3p,FOXJ3,22887,23047984,miRTarBase,-
hsa-miR-494-3p,HNRNPA3,220988,24823364,miRTarBase,-
hsa-miR-494-3p,PDIA3,2923,24823364,miRTarBase,-
hsa-miR-494-3p,RAD23B,5887,24823364,miRTarBase,Experiment
hsa-miR-494-3p,SYNCRIP,10492,24823364,miRTarBase,-
hsa-miR-494-3p,ARHGAP5,394,24316134,miRTarBase,-
hsa-miR-494-3p,MCC,4163,23913442,miRTarBase,-
hsa-miR-494-3p,SLC26A3,1811,24177028,miRTarBase,-
hsa-miR-494-3p,CXCR4,7852,24644030,miRTarBase,Experiment
hsa-miR-494-3p,MAP2K1,5604,24960059,miRTarBase,Experiment
hsa-miR-494-3p,ITPR1,3708,24960059,miRTarBase,Prediction
hsa-miR-494-3p,BCL2,596,24960059,miRTarBase,Experiment
hsa-miR-494-3p,CFTR,1080,23436935,miRTarBase,-
hsa-miR-494-3p,HOXA10,3206,25500095,miRTarBase,Experiment
hsa-miR-494-3p,IGF1R,3480,27735036//26695144,miRTarBase,Experiment
hsa-miR-494-3p,UGT2B17,7367,26385605,miRTarBase,-
hsa-miR-494-3p,MYH2,4620,26519878,miRTarBase,-
hsa-miR-494-3p,TFPI,7035,26999003,miRTarBase,-
hsa-miR-494-3p,AKT1,207,25662849,miRTarBase,Experiment
hsa-miR-494-3p,BIRC5,332,26718651,miRTarBase,Experiment
hsa-miR-495-3p,PBX3,5090,23132946,miRTarBase,Prediction
hsa-miR-495-3p,MEIS1,4211,23132946,miRTarBase,-
hsa-miR-495-3p,MTA3,57504,24293376,miRTarBase,-
hsa-miR-495-3p,SOX9,6662,24654627,miRTarBase,-
hsa-miR-495-3p,PTP4A3,11156,22469786,miRTarBase,-
hsa-miR-495-3p,BMI1,648,23105110//26020378//28628915,miRTarBase,Experiment
hsa-miR-495-3p,SMR3B,10879,25475733,miRTarBase,-
hsa-miR-495-3p,ATP7A,538,24038379,miRTarBase,-
hsa-miR-495-3p,TBC1D9,23158,24303078,miRTarBase,-
hsa-miR-495-3p,MAT1A,4143,23241961,miRTarBase,-
hsa-miR-495-3p,HSPA5,3309,28363780,miRTarBase,Experiment
hsa-miR-495-3p,FOXC1,2296,26198045,miRTarBase,-
hsa-miR-495-3p,CCL2,6347,25466836,miRTarBase,-
hsa-miR-495-3p,RUNX3,864,26375442,miRTarBase,Experiment
hsa-miR-495-3p,AKT1,207,27323412,miRTarBase,Experiment
hsa-miR-495-3p,HMGA2,8091,28159956,miRTarBase,-
hsa-miR-495-3p,ABCB1,5243,28411377,miRTarBase,Experiment
hsa-miR-498,TERT,7015,23055531,miRTarBase,Experiment
hsa-miR-498,KRTAP5-9,3846,23418466,miRTarBase,-
hsa-miR-498,RBFOX2,23543,23418466,miRTarBase,-
hsa-miR-498,ERBB2,2064,24148764,miRTarBase,Experiment
hsa-miR-498,BRCA1,672,26933805,miRTarBase,Experiment
hsa-miR-503-5p,CDKN1A,1026,19956200,miRTarBase,Experiment
hsa-miR-503-5p,CCNF,899,19956200,miRTarBase,-
hsa-miR-503-5p,WEE1,7465,19956200,miRTarBase,Experiment
hsa-miR-503-5p,CCNE2,9134,19956200,miRTarBase,-
hsa-miR-503-5p,CCNE1,898,19956200,miRTarBase,-
hsa-miR-503-5p,CHEK1,1111,19956200//26867682,miRTarBase,Experiment
hsa-miR-503-5p,CDC25A,993,19956200,miRTarBase,Experiment
hsa-miR-503-5p,AGO1,26523,19956200,miRTarBase,-
hsa-miR-503-5p,ATF6,22926,19956200,miRTarBase,-
hsa-miR-503-5p,ANLN,54443,19956200,miRTarBase,Prediction
hsa-miR-503-5p,CDC14A,8556,19956200,miRTarBase,Experiment
hsa-miR-503-5p,CCND1,595,19538740//19956200//23731275,miRTarBase,Experiment
hsa-miR-503-5p,CD40,958,22429276,miRTarBase,Experiment
hsa-miR-503-5p,FGF2,2247,23352645//23263626,miRTarBase,-
hsa-miR-503-5p,VEGFA,7422,23352645,miRTarBase,Experiment
hsa-miR-503-5p,CCND3,896,23967867,miRTarBase,-
hsa-miR-503-5p,PIK3R1,5295,24550137,miRTarBase,-
hsa-miR-503-5p,IKBKB,3551,24550137,miRTarBase,-
hsa-miR-503-5p,TNFRSF11A,8792,23821519,miRTarBase,-
hsa-miR-503-5p,FGF8,2253,24464787,miRTarBase,-
hsa-miR-503-5p,IGF1R,3480,24378652//24931256//27366090,miRTarBase,Experiment
hsa-miR-503-5p,FANCA,2175,24486548,miRTarBase,-
hsa-miR-503-5p,FGFR1,2260,23263626,miRTarBase,Experiment
hsa-miR-503-5p,FBXW7,55294,25269767,miRTarBase,Experiment
hsa-miR-503-5p,ARHGEF19,128272,24405610,miRTarBase,-
hsa-miR-503-5p,BCL2,596,23856992//24931256//28343379,miRTarBase,Experiment
hsa-miR-503-5p,E2F3,1871,26722476,miRTarBase,-
hsa-miR-503-5p,MYB,4602,26768615,miRTarBase,Experiment
hsa-miR-513a-3p,GSTP1,2950,22749944,miRTarBase,Experiment
hsa-miR-513a-3p,LHCGR,3973,24747085,miRTarBase,-
hsa-miR-519a-3p,ELAVL1,1994,19088191,miRTarBase,Experiment
hsa-miR-519a-3p,YES1,7525,21274007,miRTarBase,-
hsa-miR-519a-3p,DICER1,23405,21274007,miRTarBase,-
hsa-miR-519a-3p,PTEN,5728,22262409//24752803//26708293,miRTarBase,Experiment
hsa-miR-519a-3p,CDKN1A,1026,22262409//24752803,miRTarBase,Experiment
hsa-miR-519a-3p,TIMP1,7076,22262409,miRTarBase,Experiment
hsa-miR-519a-3p,RB1,5925,24752803,miRTarBase,-
hsa-miR-519a-3p,FOXF2,2295,26693396,miRTarBase,-
hsa-miR-519a-3p,STAT3,6774,26970980,miRTarBase,Experiment
hsa-miR-521,ERCC8,1161,18668526,miRTarBase,-
hsa-miR-524-5p,JAG1,182,22871495,miRTarBase,Prediction
hsa-miR-524-5p,HES1,3280,22871495,miRTarBase,-
hsa-miR-524-5p,WEE1,7465,24194606,miRTarBase,Experiment
hsa-miR-524-5p,CDK2,1017,24194606,miRTarBase,Experiment
hsa-miR-524-5p,TTK,7272,24194606,miRTarBase,Experiment
hsa-miR-524-5p,MMP2,4313,26998102,miRTarBase,-
hsa-miR-524-5p,MMP9,4318,26998102,miRTarBase,Experiment
hsa-miR-524-5p,SOX9,6662,27880941,miRTarBase,-
hsa-miR-525-3p,ZNF395,55893,24599008,miRTarBase,-
hsa-miR-525-3p,ARRB1,408,24147004,miRTarBase,Experiment
hsa-miR-525-3p,ESD,2098,24147004,miRTarBase,-
hsa-miR-525-3p,PPIG,9360,24147004,miRTarBase,-
hsa-miR-541-3p,ERBB2,2064,24148764,miRTarBase,Experiment
hsa-miR-541-3p,TGIF2,60436,27448300,miRTarBase,-
hsa-miR-574-3p,CUL2,8453,22683180,miRTarBase,Prediction
hsa-miR-574-3p,RAC1,5879,23554959,miRTarBase,Experiment
hsa-miR-574-3p,EGFR,1956,23554959,miRTarBase,Experiment
hsa-miR-574-3p,EP300,2033,23554959,miRTarBase,-
hsa-miR-574-3p,RXRA,6256,23626837,miRTarBase,Experiment
hsa-miR-574-3p,SMAD4,4089,28105233,miRTarBase,Experiment
hsa-miR-574-3p,TGFB1,7040,28042090,miRTarBase,Experiment
hsa-miR-574-3p,CLTC,1213,25560734,miRTarBase,-
hsa-miR-582-5p,MCL1,4170,20829195,miRTarBase,Experiment
hsa-miR-582-5p,EFNB2,1948,25176332,miRTarBase,-
hsa-miR-582-5p,CASP9,842,24805821,miRTarBase,-
hsa-miR-582-5p,CASP3,836,24805821,miRTarBase,Experiment
hsa-miR-582-5p,RAB27A,5873,26384136,miRTarBase,-
hsa-miR-582-5p,CREB1,1385,26978739,miRTarBase,Experiment
hsa-miR-590-3p,ZEB2,9839,26556542,miRTarBase,Experiment
hsa-miR-590-3p,ZEB1,6935,26556542,miRTarBase,Experiment
hsa-miR-590-3p,FOSL2,2355,28393251,miRTarBase,Prediction
hsa-miR-590-3p,MACC1,346389,28348518,miRTarBase,-
hsa-miR-590-3p,APC,324,27586273,miRTarBase,-
hsa-miR-613,NR1H3,10062,21310851//23496987//24751522,miRTarBase,-
hsa-miR-613,ABCA1,19,24751522,miRTarBase,-
hsa-miR-613,CDK4,1019,26744345,miRTarBase,Experiment
hsa-miR-613,KRAS,3845,26631045,miRTarBase,Experiment
hsa-miR-613,BDNF,627,27545218,miRTarBase,-
hsa-miR-620,FXN,2395,23382970,miRTarBase,-
hsa-miR-622,KRAS,3845,22016468,miRTarBase,Experiment
hsa-miR-622,CXCR4,7852,26404566//26082201,miRTarBase,Experiment
hsa-miR-622,LAMC2,3918,28252644,miRTarBase,Prediction
hsa-miR-622,PLAUR,5329,26082201,miRTarBase,Experiment
hsa-miR-630,BCL2,596,21274007,miRTarBase,Experiment
hsa-miR-630,BCL2L2,599,21274007//26263387,miRTarBase,-
hsa-miR-630,YAP1,10413,21274007,miRTarBase,Experiment
hsa-miR-630,SNAI2,6591,23434592//23435373,miRTarBase,Experiment
hsa-miR-630,IGF1R,3480,24655723//23675407,miRTarBase,Experiment
hsa-miR-630,MTDH,92140,26595523,miRTarBase,Experiment
hsa-miR-630,TP53RK,112858,26263387,miRTarBase,-
hsa-miR-630,CDC14A,8556,28386351,miRTarBase,Experiment
hsa-miR-630,FOXM1,2305,28601080,miRTarBase,Experiment
hsa-miR-634,CCN1,3491,24705102,miRTarBase,-
hsa-miR-671-5p,CDR1,1038,21964070,miRTarBase,-
hsa-miR-671-5p,FOXM1,2305,26588055,miRTarBase,Experiment
hsa-miR-744-5p,MYC,4609,24991193,miRTarBase,Experiment
hsa-miR-744-5p,EEF1A2,1917,23695020,miRTarBase,-
hsa-miR-744-5p,ARHGAP5,394,25961434,miRTarBase,-
hsa-miR-744-5p,GSK3B,2932,28107193,miRTarBase,Experiment
hsa-miR-744-5p,SFRP1,6422,28107193,miRTarBase,-
hsa-miR-744-5p,TLE3,7090,28107193,miRTarBase,-
hsa-miR-744-5p,NKD1,85407,28107193,miRTarBase,-
hsa-miR-7-5p,SNCA,6622,19628698//20106983,miRTarBase,Prediction
hsa-miR-7-5p,PAK1,5058,18922890//27430434,miRTarBase,-
hsa-miR-7-5p,EGFR,1956,18483236//19073608//19029026//19033458//20864407//22853714//24816687//23115635//24573489//23319046//24134702//25475098,miRTarBase,Experiment
hsa-miR-7-5p,ABCC1,4363,20099276//26108539,miRTarBase,-
hsa-miR-7-5p,IRS1,3667,18483236,miRTarBase,-
hsa-miR-7-5p,IRS2,8660,18483236,miRTarBase,-
hsa-miR-7-5p,RAF1,5894,19073608//24603851,miRTarBase,Experiment
hsa-miR-7-5p,PSME3,10197,23762407//24281003//24281414,miRTarBase,Experiment
hsa-miR-7-5p,HELLS,3070,18823940,miRTarBase,Prediction
hsa-miR-7-5p,SRSF1,6426,20385090,miRTarBase,Experiment
hsa-miR-7-5p,SLC7A5,8140,19892711,miRTarBase,-
hsa-miR-7-5p,IGF1R,3480,20819078//22614005,miRTarBase,Experiment
hsa-miR-7-5p,PIK3CD,5293,22234835//27391479,miRTarBase,Experiment
hsa-miR-7-5p,HOXB3,3213,22705304,miRTarBase,-
hsa-miR-7-5p,PTK2,5747,22876288//27764812//25785020,miRTarBase,Experiment
hsa-miR-7-5p,HOXB5,3215,22768238,miRTarBase,-
hsa-miR-7-5p,BCL2,596,21750649//26464649,miRTarBase,Experiment
hsa-miR-7-5p,RELA,5970,25232110//26261179//25814668,miRTarBase,Experiment
hsa-miR-7-5p,ILF3,3609,27519414,miRTarBase,-
hsa-miR-7-5p,KMT5A,387893,23720754,miRTarBase,-
hsa-miR-7-5p,NDUFA4,4697,28325285,miRTarBase,-
hsa-miR-7-5p,KEAP1,9817,26453926,miRTarBase,Experiment
hsa-miR-7-5p,SIRT2,22933,27158385,miRTarBase,-
hsa-miR-7-5p,SMARCD1,6602,26542803,miRTarBase,-
hsa-miR-7-5p,YY1,7528,23208495,miRTarBase,Experiment
hsa-miR-7-5p,SKP2,6502,23762407,miRTarBase,Experiment
hsa-miR-7-5p,PIK3R3,8503,23135998,miRTarBase,-
hsa-miR-7-5p,XRCC2,7516,24570594,miRTarBase,Experiment
hsa-miR-7-5p,KLF4,9314,23384942//24200387//27431648//26172296//28239300,miRTarBase,Prediction
hsa-miR-7-5p,XIAP,331,23742934,miRTarBase,Experiment
hsa-miR-7-5p,CCNE1,898,24370822//27391479,miRTarBase,-
hsa-miR-7-5p,CUL5,8065,24339204,miRTarBase,-
